row_id,ID,group,log_eye,logP_c,.fitted,.resid,.hat,.sigma,.cooksd,.std.resid,high_cooks,high_leverage,large_residual,flagged
246,TYRB,eighth,0.9327544579048201,0.03922071315328135,1.0211426802359371,-0.08838822233111698,0.11855209351985291,0.05434940362612859,0.050117089452015366,-1.7265598032490124,TRUE,TRUE,FALSE,TRUE
232,SNDZ,ninth,0.9364854391596744,0.03922071315328135,1.0766263268317615,-0.1401408876720871,0.048983448713148074,0.05399149965893988,0.04471817304397409,-2.635459689886288,TRUE,FALSE,FALSE,TRUE
221,SBJVC,ninth,1.1259031489040134,-0.10274049412361563,0.9942988740331984,0.13160427487081505,0.03707440716299438,0.05407260715594944,0.02911453547427597,2.4595699782156086,TRUE,FALSE,FALSE,TRUE
69,GWYL,eighth,1.003018735383979,-0.19574457712609528,0.8675779855707619,0.13544074981321708,0.03289477676317532,0.054042740636748354,0.027124347564143288,2.52579463563624,TRUE,FALSE,FALSE,TRUE
237,SYKW,tenth,1.2097063361736966,-0.017089644098738033,1.1314398344864212,0.07826650168727545,0.08573960189134654,0.054414825271275856,0.026416459290910556,1.5011583966212332,TRUE,TRUE,FALSE,TRUE
74,HDZC,tenth,1.1961926170069737,-0.025887770952127687,1.1275261556140448,0.06866646139292887,0.10438190013436476,0.05445819716305617,0.025795854913081687,1.330665165741821,TRUE,TRUE,FALSE,TRUE
95,JHFO,female,0.981703870422387,-0.03232233951774788,0.8762306806183272,0.10547318980405984,0.04685735558837352,0.054264352843389936,0.02412277417205638,1.981292893101227,TRUE,FALSE,FALSE,TRUE
99,JPJS,female,0.7740356842932838,-0.028885417904565225,0.8787488057340789,-0.10471312144079503,0.04454528406580366,0.05427027647876604,0.022493904343937943,-1.964633762858894,TRUE,FALSE,FALSE,TRUE
129,LJJN,tenth,1.2658202076520162,0.08935815818032045,1.178791108426047,0.08702909922596924,0.06141667856801304,0.05437341312933417,0.0221998864959415,1.6474552391667439,TRUE,TRUE,FALSE,TRUE
143,MJSX,eighth,0.7774883289936962,-0.08913484206783706,0.937254197717206,-0.15976586872350973,0.017739707351170874,0.053828732016979304,0.01973069581198836,-2.9563528188754096,TRUE,FALSE,FALSE,TRUE
22,CPWC,female,0.7790954926963102,-0.012860115729604882,0.8904900440967745,-0.11139455140046428,0.034712904443695,0.054228469712503884,0.019435108343009357,-2.0793196141660557,TRUE,FALSE,FALSE,TRUE
106,JXVQ,tenth,1.0492469591227807,0.04997993230502096,1.161274455937632,-0.11202749681485136,0.027092374485821982,0.05422711510123816,0.015101991990141785,-2.0829285845351113,TRUE,FALSE,FALSE,TRUE
234,SSQG,tenth,1.0732944806838198,0.06570971002803394,1.1682715474512662,-0.09497706676744633,0.03470161664905162,0.05433482449211313,0.014123592285759826,-1.7728562184618046,TRUE,FALSE,FALSE,TRUE
109,KAIL,ninth,1.0240683240475863,-0.14904798003102915,0.967443809657572,0.05662451439001426,0.08523358133806262,0.05451131216977431,0.01373031206032667,1.0857627440136712,TRUE,TRUE,FALSE,TRUE
296,YNBA,ninth,1.151679009604802,0.0557762863020661,1.0862273875236532,0.06545162208114874,0.06603834765886687,0.05447866388178214,0.01363515417530144,1.2420567611519289,TRUE,TRUE,FALSE,TRUE
86,IEPT,tenth,1.1704677257685379,0.1439800866228811,1.2030886311688265,-0.03262090540028861,0.19324980519156168,0.054577231038475005,0.013283546631846027,-0.6660579600488111,TRUE,TRUE,FALSE,TRUE
291,YBYC,ninth,0.8765098618623104,-0.03980977550533571,1.0307942368580625,-0.1542843749957521,0.012664480293716059,0.05388605697402852,0.01300118258442266,-2.8475746399138924,TRUE,FALSE,FALSE,TRUE
136,LRSS,ninth,0.970400057521187,0.017894489876550512,1.0642586267123753,-0.09385856919118829,0.03183665451761665,0.05434226477560447,0.012579376826982059,-1.7493840512571437,FALSE,FALSE,FALSE,FALSE
32,DJFZ,tenth,1.2591709647906981,0.05970917023873734,1.1656023218095406,0.09356864298115752,0.030841242151885162,0.05434424460392826,0.012086033400021817,1.74308441654891,FALSE,FALSE,FALSE,FALSE
23,CTFK,tenth,1.1916471546352991,-0.010892441166423739,1.134196541975207,0.057450612660092215,0.07413271695223377,0.054509509104634854,0.012000045325641579,1.0949791434214617,FALSE,TRUE,FALSE,TRUE
278,WWFJ,eighth,0.8603550995438517,-0.06113690578924302,0.9555526218408932,-0.09519752229704148,0.028637469245900306,0.054335283954124236,0.011563900554768875,-1.771415837588542,FALSE,FALSE,FALSE,FALSE
115,KIIU,tenth,1.0655724345899094,0.051432173632270706,1.1619204577849298,-0.09634802319502045,0.027454782528743213,0.054328767952559635,0.011328310289681233,-1.7917336859356205,FALSE,FALSE,FALSE,FALSE
88,ILNB,tenth,1.2359074228562819,0.10360898261902007,1.1851303157879178,0.050777107068364025,0.08637476016321136,0.054531916518797324,0.011216767064257779,0.9742478616589706,FALSE,TRUE,FALSE,TRUE
311,ZSUF,eighth,0.9854435905624718,-0.17435338714477777,0.8815584826650347,0.1038851078974371,0.022657575825181922,0.05428341979709013,0.010762363264623452,1.9271497868688396,FALSE,FALSE,FALSE,FALSE
301,YSQQ,eighth,0.785042445264201,-0.22002342397796615,0.8517102218717194,-0.06666777660751844,0.04889118542688219,0.05447606009702335,0.010099112576353294,-1.2536791980151143,FALSE,FALSE,FALSE,FALSE
