row_id,ID,group,.rownames,log_midleg,logP_c,.fitted,.resid,.hat,.sigma,.cooksd,.std.resid,high_cooks,high_leverage,large_residual,flagged
98,JOZD,eighth,98,3.079199878795254,0.007747686790825936,3.177647148365227,-0.09844726956997318,0.03468275217604449,0.03346854774137299,0.06277917142870101,-2.955772801986779,TRUE,TRUE,FALSE,TRUE
95,JHFO,female,95,3.2320881563403354,-0.03232233951774788,3.1357520173345064,0.09633613900582905,0.02406458265356706,0.03349444190596518,0.0408083896070187,2.87661077620141,TRUE,FALSE,FALSE,TRUE
23,CTFK,tenth,23,3.319896938926929,-0.010892441166423739,3.245614959943224,0.07428197898370525,0.029915080113621498,0.033680354558314134,0.030526175879077355,2.224748869931919,TRUE,FALSE,FALSE,TRUE
202,QYFB,female,202,3.0565451129505035,-0.010330958838365323,3.150534567179328,-0.09398945422882443,0.01855950241547666,0.033519235436660647,0.029623164001252457,-2.798656171962445,TRUE,FALSE,FALSE,TRUE
284,XOAF,ninth,284,3.0986949166118163,-0.029743541527017747,3.2063492126564914,-0.10765429604467514,0.01275919261471976,0.0333854896136557,0.026404292512411498,-3.196113711434681,TRUE,FALSE,TRUE,TRUE
221,SBJVC,ninth,221,3.247016145812511,-0.10274049412361563,3.15728084782704,0.08973529798547064,0.01770833026885105,0.03355838058837585,0.025719239198646514,2.6708253206192505,TRUE,FALSE,FALSE,TRUE
237,SYKW,tenth,237,3.3045212693966945,-0.017089644098738033,3.24144921598285,0.06307205341384448,0.030788757167399535,0.03375709056935024,0.022691542578064935,1.889862270704135,TRUE,FALSE,FALSE,TRUE
218,RTXD,eighth,218,3.223465277202008,-0.03160533941533106,3.151194144803587,0.07227113239842087,0.023713082883535408,0.033696747867764776,0.022615052867466102,2.157637745211884,TRUE,FALSE,FALSE,TRUE
146,MONY,eighth,146,3.2156305647031713,-0.046334847594367456,3.14129300707964,0.07433755762353123,0.020590803995289512,0.033682572447639315,0.020644118049578292,2.215790038209035,TRUE,FALSE,FALSE,TRUE
246,TYRB,eighth,246,3.151324770605921,0.03922071315328135,3.1988032361867873,-0.047478465580866214,0.04620816013513994,0.03384125944982395,0.01992689485311379,-1.4340763698254477,TRUE,TRUE,FALSE,TRUE
116,KORY,eighth,116,2.9594572176892795,-0.21484474849951463,3.028021082692843,-0.0685638650035636,0.022995779527976223,0.03372284188497954,0.01970972871907188,-2.04620658215673,TRUE,FALSE,FALSE,TRUE
177,PAQJ,ninth,177,3.0716511051116755,-0.13004541222858368,3.1389265517152967,-0.06727544660362117,0.02294110910726401,0.0337315331373816,0.018928705535924052,-2.007699103504701,TRUE,FALSE,FALSE,TRUE
296,YNBA,ninth,296,3.2026448117577835,0.0557762863020661,3.2638354221871744,-0.06119061042939089,0.023699065515599436,0.03377012206124011,0.016201983694619445,-1.8268182403053663,TRUE,FALSE,FALSE,TRUE
50,EWKB,ninth,50,3.0811757553714583,-0.11840823105030185,3.1467490351386522,-0.06557327976719396,0.020485810817558726,0.03374327663822509,0.015977922673720203,-1.954447219075038,TRUE,FALSE,FALSE,TRUE
15,CAPF,tenth,15,3.3126757739388717,0.00912490777700059,3.2590705707041603,0.05360520323471141,0.027740954939144538,0.0338126588383076,0.014675946648062568,1.6036823777202973,TRUE,FALSE,FALSE,TRUE
275,WQOI,ninth,275,3.2982598541222665,-0.006688988150796549,3.221846424468827,0.07641342965343956,0.013930270342729761,0.033669022959301964,0.014558562108749219,2.2699604218633778,TRUE,FALSE,FALSE,TRUE
278,WWFJ,eighth,278,3.0645584644838437,-0.06113690578924302,3.131343101420609,-0.06678463693676528,0.01799286999949402,0.03373590925230039,0.014483019205298538,-1.9880241459930186,TRUE,FALSE,FALSE,TRUE
